Identifiant unique ,Données renseignées de l'AMAP ,,,,,"Commune, code commune INSEE",,Bassin de vie,,Zone d'emploi,,Coordonnées,,Autre,
id,amap,adresse,rue,code_postal,commune_renseignee,commune_corrigee,CODGEO,BV2022,LIBBV2022,ZE2020,LIBZE2020,latitude,longitude,doublon (1 si oui),Rq
id_1741,Gaec D'Alterville,"57260
Tarquimpol",,CP_57260,Tarquimpol,Tarquimpol,CI_57664,BV_57177,Dieuze,ZE_4419,Sarrebourg,"48,785147","6,7580773",,
id_1742,Girard Helga Et Philippe,"Chemin De Pissaïs
04700
La Brillanne",Chemin De Pissaïs,CP_04700,La Brillanne,La Brillanne,CI_04034,BV_04143,Oraison,ZE_9311,Manosque,43.9276852,5.8909815,,
id_1743,"
Graines De Terroir","8 Rue de Strasbourg
82240
Septfonds",8 Rue de Strasbourg,CP_82240,Septfonds,Septfonds,CI_82179,BV_82037,Caussade,ZE_7615,Montauban,"44,1782497","1,6201755",,
id_1744,"
Gressard Damien","Moulin de Foulot
71460
Saint-Gengoux-le-National",Moulin de Foulot,CP_71460,Saint-Gengoux-le-National,Saint-Gengoux-le-National,CI_71417,BV_71417,Saint-Gengoux-le-National,ZE_2707,Chalon-sur-Saône,"46,6027712","4,6632269",,
id_1745,"
Guillaume Douchet","Rue Principale
62250
Beuvrequen",Rue Principale,CP_62250,Beuvrequen,Beuvrequen,CI_62125,BV_62560,Marquise,ZE_3206,Boulogne-sur-Mer,"50,8014527","1,6637823",,
id_1746,"
Hiroux Chantal","54129
Magnières",,CP_54129,Magnières,Magnières,CI_54331,BV_88367,Rambervillers,ZE_4412,Nancy,"48,4459","6,5663",,
id_1747,"
Jardin D'Avenir","Le Colombier
69850
St Martin En Haut",Le Colombier,CP_69850,St Martin En Haut,Saint-Martin-en-Haut,CI_69227,BV_69227,Saint-Martin-en-Haut,ZE_8421,Lyon,"45,6722211","4,5761383",,
id_1748,"
Jardin De Bentenac","Route des Cabanes
34130
Mauguio",Route des Cabanes,CP_34130,Mauguio,Mauguio,CI_34154,BV_34154,Mauguio,ZE_7616,Montpellier,"43,602402","4,012476",,
id_1749,"
Jardin De Cocagne De Limon","4 Rue des Arpentis
91430
Vauhallan",4 Rue des Arpentis,CP_91430,Vauhallan,Vauhallan,CI_91635,BV_75056,Paris,ZE_1113,Saclay,"48,7290105","2,1989466",,
id_1750,"
Jardin De La Curiaz","La Curiaz
73800
Villard D'Hery",La Curiaz,CP_73800,Villard D'Hery,Villard-d'Héry,CI_73314,BV_73270,Saint-Pierre-d'Albigny,ZE_8407,Chambéry,45.5140312,6.1385461,,
id_1751,"
Jardin De La Voie Romaine","Aire Du Loiret
45340
Beaune La Rolande",Aire Du Loiret,CP_45340,Beaune La Rolande,Beaune-la-Rolande,CI_45030,BV_45030,Beaune-la-Rolande,ZE_2411,Pithiviers,"48,0840606","2,471212069",,
id_1752,"
Jardin De Manspach / Amap Du Moulin De Manspach","68210
Manspach",,CP_68210,Manspach,Manspach,CI_68200,BV_68068,Dannemarie,ZE_4411,Mulhouse,"47,6169386","7,1058244",,
id_1753,"
Jardin D'Emeraude","Hameau de Sèrieis
34650
Lunas",Hameau de Sèrieis,CP_34650,Lunas,Lunas,CI_34144,BV_34028,Bédarieux,ZE_7606,Béziers,43.7074524,3.1943095,,
id_1754,"
Jardin En Hurepoix","Hameau De La Gambade
91530
Rouillon",Hameau De La Gambade,CP_91530,Rouillon,Dourdan,CI_91200,BV_91200,Dourdan,ZE_1103,Etampes,48.5539795,2.0010745,,
id_1755,Jardinature,"Chemin Dit du Semaphore
86000
Poitiers",Chemin Dit du Semaphore,CP_86000,Poitiers,Poitiers,CI_86194,BV_86194,Poitiers,ZE_7524,Poitiers,46.5666721,0.3271896,,
id_1756,"
Jardins Dans La Ville","Jardins Dans La Ville
61200
Argentan",Jardins Dans La Ville,CP_61200,Argentan,Argentan,CI_61006,BV_61006,Argentan,ZE_2801,Argentan,"48,755918","-0,5809034353",,
id_1757,"
Jardins De Cocagne","770 Avenue de Chateau-larron
01300
Belley",770 Avenue de Chateau-larron,CP_01300,Belley,Belley,CI_01034,BV_01034,Belley,ZE_8404,Belley,"45,7660391","5,6836503",,
id_1758,"
Jardins De Cocagne De Chalezeule","15 Chemin de Charmarin
25220
Chalezeule",15 Chemin de Charmarin,CP_25220,Chalezeule,Chalezeule,CI_25112,BV_25056,Besançon,ZE_2706,Besançon,"47,25636","6,076808",,
id_1759,"
Jardins De Cocagne Mâcon","1182 Rue du Beaujolais
71000
Mâcon",1182 Rue du Beaujolais,CP_71000,Mâcon,Mâcon,CI_71270,BV_71270,Mâcon,ZE_0059,Mâcon,"46,2855171","4,7994695",,
id_1760,Jardins De Cocagne Pluta Joseph,"37 Ter Av. Du Général De Gaulle
08110
Carignan",37 Ter Av. Du Général De Gaulle,CP_08110,Carignan,Carignan,CI_08090,BV_08090,Carignan,ZE_4421,Sedan,"49,63514805","5,160532099",,
id_1761,Jardins De Cocagne Sougey Insertion,"10 Rue du 19 Mars 1962
01340
Montrevel-en-Bresse",10 Rue du 19 Mars 1962,CP_01340,Montrevel-en-Bresse,Montrevel-en-Bresse,CI_01266,BV_01266,Montrevel-en-Bresse,ZE_8405,Bourg en Bresse,"46,3365317","5,1269978",,
id_1762,"
Jardins De Cocagnes","01090
Montmerle",,CP_01090,Montmerle,Montmerle-sur-Saône,CI_01263,BV_69019,Belleville-en-Beaujolais,ZE_8434,Villefranche-sur-Saône,"46,0840019","4,7614129",,
id_1763,Jardins De La Roche De Charme,"32 Grande Rue
88170
Pleuvezain",32 Grande Rue,CP_88170,Pleuvezain,Pleuvezain,CI_88350,BV_88321,Neufchâteau,ZE_4407,Épinal,"48,3787739","5,9224042",,
id_1764,"
Jardins Des Gorges De L'Aveyron","Mexos
82140
Feneyrols",Mexos,CP_82140,Feneyrols,Féneyrols,CI_82061,BV_82155,Saint-Antonin-Noble-Val,ZE_7615,Montauban,44.1316667,1.8205556,,
id_1765,"
Jardins Du Montvaudois","20 Rue Blaise Pascal
70400
Héricourt",20 Rue Blaise Pascal,CP_70400,Héricourt,Héricourt,CI_70285,BV_70285,Héricourt,ZE_2705,Belfort,"47,5862273","6,7651682",,
id_1766,"
Jardins Du Trèfle Rouge","Rue de Raedersheim
68190
Ungersheim",Rue de Raedersheim,CP_68190,Ungersheim,Ungersheim,CI_68343,BV_68082,Ensisheim,ZE_4411,Mulhouse,"47,8811149","7,3012036",,
id_1767,Jeandel Alexandre,"9 Route Rémois
88170
Longchamp Sous Châtenois",9 Route Rémois,CP_88170,Longchamp Sous Châtenois,Longchamp-sous-Châtenois,CI_88274,BV_88321,Neufchâteau,ZE_4407,Épinal,48.2896387,5.8293473,,
id_1768,"
Josette Baudrin","96 Rue Desmazières
62131
Verquin",96 Rue Desmazières,CP_62131,Verquin,Verquin,CI_62848,BV_62119,Béthune,ZE_3205,Béthune,"50,5028362","2,6402919",,
id_1769,Kampulo,"Près De Béraut
47400
Villeton",Près De Béraut,CP_47400,Villeton,Villeton,CI_47325,BV_47310,Tonneins,ZE_7518,Marmande,"44,3838974","0,2661732",,
id_1770,"
L’Amapopote Lyonnaise","3 Rue Félissent
69007
Lyon",3 Rue Félissent,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7529926","4,8414742",,
id_1771,"
La Baratt'Abio","Marché Saint-Arigle, Rue Du Pont-Cizeau
58000
Nevers","Marché Saint-Arigle, Rue Du Pont-Cizeau",CP_58000,Nevers,Nevers,CI_58194,BV_58194,Nevers,ZE_0060,Nevers,"46,989305","3,16336",,
id_1772,"
La Bataillouse","32000
Auch",,CP_32000,Auch,Auch,CI_32013,BV_32013,Auch,ZE_7604,Auch,"43,6463558","0,5850507",,
id_1773,La Blette Humaine,"4 Boulevard des Pyrenees
92160
Antony",4 Boulevard des Pyrenees,CP_92160,Antony,Antony,CI_92002,BV_75056,Paris,ZE_1109,Paris,"48,7357574","2,2802636",,
id_1774,"
La Calebasse - Les Cagettes Du Vidourle","14 Lot. Vallat De La Treille
30670
Aigues Vives",14 Lot. Vallat De La Treille,CP_30670,Aigues Vives,Aigues-Vives,CI_30004,BV_30344,Vergèze,ZE_7618,Nîmes,"43,742298","4,176081",,
id_1775,La Chalotterie - Geoffroy Champin,"Hameau De La Goularderie
77390
Ozouer Le Voulgis",Hameau De La Goularderie,CP_77390,Ozouer Le Voulgis,Ozouer-le-Voulgis,CI_77352,BV_77192,Fontenay-Trésigny,ZE_1108,Melun,48.659274,2.7745955,,
id_1776,Association Alineas,"30 Rue Jean Cottin
75018
Paris",30 Rue Jean Cottin,CP_75018,Paris,PARIS 18,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,89563","2,36268",,
id_1777,La Clé Des Champs,"Rue Emile Boutrais
94120
Fontenay-sous-Bois",Rue Emile Boutrais,CP_94120,Fontenay-sous-Bois,Fontenay-sous-Bois,CI_94033,BV_75056,Paris,ZE_1109,Paris,"48,8514058","2,4554663",,
id_1778,La Croc'Cinelle De La Risle,"La Vavassorie
61300
Saint Sulpice Sur Risle",La Vavassorie,CP_61300,Saint Sulpice Sur Risle,Saint-Sulpice-sur-Risle,CI_61456,BV_61214,L'Aigle,ZE_2812,L'Aigle,"48,8002316","0,6317487",,
id_1779,La Fleur Au Panier Association Local Récup,"Route de Châteauneuf
84100
Orange",Route de Châteauneuf,CP_84100,Orange,Orange,CI_84087,BV_84087,Orange,ZE_9316,Orange,"44,1211814","4,8194266",,
id_1780,"
La Forêt De Betpoué","31350
Boulogne-sur-Gesse",,CP_31350,Boulogne-sur-Gesse,Boulogne-sur-Gesse,CI_31080,BV_31080,Boulogne-sur-Gesse,ZE_7622,Saint-Gaudens,"43,2908","0,646418",,
id_1781,"
La Garenne","80 Boulevard du Général Leclerc
92110
Clichy",80 Boulevard du Général Leclerc,CP_92110,Clichy,Clichy,CI_92024,BV_75056,Paris,ZE_1109,Paris,"48,90573835","2,310285121",,
id_1782,"
La Main Au Panier","Ferme Des Bussières
55500
Nantois",Ferme Des Bussières,CP_55500,Nantois,Nantois,CI_55376,BV_55291,Ligny-en-Barrois,ZE_4401,Bar-le-Duc,48.63698,5.35096,,
id_1783,"
La P'Tite Salade Du Coin","Centre Socio-Culturel Rue Du Stade
86190
Vouillé",Centre Socio-Culturel Rue Du Stade,CP_86190,Vouillé,Vouillé,CI_86294,BV_86294,Vouillé,ZE_7524,Poitiers,46.641506,0.16547,,
id_1784,"
La S'Amapienne","13 Boulevard Maignan Lariviere
80000
Amiens",13 Boulevard Maignan Lariviere,CP_80000,Amiens,Amiens,CI_80021,BV_80021,Amiens,ZE_3202,Amiens,"49,8896444","2,2938147",,
id_1785,"
La Sardine Verte","92310
Sèvres",,CP_92310,Sèvres,Sèvres,CI_92072,BV_75056,Paris,ZE_1109,Paris,"48,8247407","2,2127083",,
id_1786,"
La Vie Est Bio","Les Salles
23340
Gentioux Pigerolles",Les Salles,CP_23340,Gentioux Pigerolles,Gentioux-Pigerolles,CI_23090,BV_87064,Eymoutiers,ZE_7511,Guéret,"45,8183662","1,9593289",,
id_1787,Laiterie La Chapelle,"72 Rue Philippe de Girard
75018
Paris",72 Rue Philippe de Girard,CP_75018,Paris,PARIS 18,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8879112","2,3608316",,
id_1788,Lamapacarreaux,"1 Place de la Commune de 1871
38100
Grenoble",1 Place de la Commune de 1871,CP_38100,Grenoble,Grenoble,CI_38185,BV_38185,Grenoble,ZE_8409,Grenoble,"45,1794764","5,7449078",,
id_1789,"
Le Biau Jardin","Rue Moulin du Roy
63360
Gerzat",Rue Moulin du Roy,CP_63360,Gerzat,Gerzat,CI_63164,BV_63113,Clermont-Ferrand,ZE_8408,Clermont-Ferrand,"45,8261495","3,1543706",,
id_1790,"
Le Biau Jardin De Grannod","301 Chemin des Ferdières
71500
Sornay",301 Chemin des Ferdières,CP_71500,Sornay,Sornay,CI_71528,BV_71263,Louhans,ZE_2713,Lons-le-Saunier,"46,6278282","5,1493412",,
id_1791,"
Le Bio Cabas","59147
Chemy",,CP_59147,Chemy,Chemy,CI_59145,BV_59350,Lille,ZE_3216,Lille,"50,5327823","2,9962232",,
id_1792,"
Le Cabas Du Coin","Rue du 11 Novembre 1918
61500
Sées",Rue du 11 Novembre 1918,CP_61500,Sées,Sées,CI_61464,BV_61464,Sées,ZE_0051,Alençon,48.603378,0.1734544,,
id_1793,"
Le Champ Des Oiseaux","La Léoune
34390
Premian",La Léoune,CP_34390,Premian,Prémian,CI_34219,BV_34284,Saint-Pons-de-Thomières,ZE_7606,Béziers,"43,5225714","2,8201035",,
id_1794,Le Chant Des Saisons,"645 Route de Saint-claude
39130
Étival",645 Route de Saint-claude,CP_39130,Étival,Étival,CI_39216,BV_39478,Saint-Claude,ZE_2716,Saint-Claude,"46,494953","5,79582",,
id_1795,"
Le Clos De Barbeiranne","Route du Luc
83340
Cabasse",Route du Luc,CP_83340,Cabasse,Cabasse,CI_83026,BV_83073,Le Luc,ZE_9303,Brignoles,"43,4259858","6,2240267",,
id_1796,Le Colibri,"32190
Vic-Fezensac",,CP_32190,Vic-Fezensac,Vic-Fezensac,CI_32462,BV_32462,Vic-Fezensac,ZE_7604,Auch,"43,7594444","0,3041667",,
id_1797,Le Comptoir Bio,"Rue Haute
08270
Justine Herbigny",Rue Haute,CP_08270,Justine Herbigny,Justine-Herbigny,CI_08240,BV_08362,Rethel,ZE_4413,Reims,49.6112307,4.3238907,,
id_1798,"
Le Comptoir Des Lions","2 Rue des Commerces
16500
Saint-Maurice-des-Lions",2 Rue des Commerces,CP_16500,Saint-Maurice-des-Lions,Saint-Maurice-des-Lions,CI_16337,BV_16106,Confolens,ZE_7527,Saint-Junien,"45,9637884","0,7000155",,
id_1799,"
Le Cresson Gourmand","92420
Vaucresson",,CP_92420,Vaucresson,Vaucresson,CI_92076,BV_75056,Paris,ZE_1109,Paris,"48,8392676","2,1575981",,
id_1800,Le Jardin De Cocagne D'Arronnes,"Maison Bargoin
03250
Arronnes",Maison Bargoin,CP_03250,Arronnes,Arronnes,CI_03008,BV_03310,Vichy,ZE_8432,Vichy,46.0595586,3.5679898,,
id_1801,Le Jardin De Cocagne Saint Faron,"Chem de la Justice
77100
Meaux",Chem de la Justice,CP_77100,Meaux,Meaux,CI_77284,BV_77284,Meaux,ZE_1107,Meaux,48.9582708,2.8773541,,
id_1802,"
Le Jardin De Fanou","Lieu-Dit Les Miquels - 180 Chemin De Boujac
31620
Fronton",Lieu-Dit Les Miquels - 180 Chemin De Boujac,CP_31620,Fronton,Fronton,CI_31202,BV_31202,Fronton,ZE_7625,Toulouse,43.8684127,1.3884094,,
id_1803,"
Le Jardin De La Courtilière","50 Bd du Docteur Jean Jules Herbert
73100
Aix-Les-Bains",50 Bd du Docteur Jean Jules Herbert,CP_73100,Aix-Les-Bains,Aix-les-Bains,CI_73008,BV_73008,Aix-les-Bains,ZE_8407,Chambéry,"45,6953415","5,9270479",,
id_1804,"
Le Jardin De Paul","77250
Episy",,CP_77250,Episy,Moret-Loing-et-Orvanne,CI_77316,BV_77316,Moret-Loing-et-Orvanne,ZE_1105,Fontainebleau-Nemours,"48,3339657","2,7844874",,
id_1805,"
Le Jardin De Poissy","5 Rue des Sapins
78300
Poissy",5 Rue des Sapins,CP_78300,Poissy,Poissy,CI_78498,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,932556","2,058509",,
id_1806,"
Le Jardin De Roque Jalabert","3 Avenue de Béziers
34210
Olonzac",3 Avenue de Béziers,CP_34210,Olonzac,Olonzac,CI_34189,BV_34189,Olonzac,ZE_7617,Narbonne,"43,2840335","2,7336666",,
id_1807,"
Le Jardin D'Eglantine","Route du Violon
69530
Orliénas",Route du Violon,CP_69530,Orliénas,Orliénas,CI_69148,BV_69123,Lyon,ZE_8421,Lyon,"45,6649672","4,7074969",,
id_1808,Le Jardin D'Elise,"Aux Jardins Du Maraîcher Rue Des Sablons
91810
Vert Le Grand",Aux Jardins Du Maraîcher Rue Des Sablons,CP_91810,Vert Le Grand,Vert-le-Grand,CI_91648,BV_91045,Ballancourt-sur-Essonne,ZE_1104,Evry,48.5743587,2.3583846,,
id_1809,"
Le Jardin Des Asclépiades","Route de Vence
06800
Cagnes-sur-Mer",Route de Vence,CP_06800,Cagnes-sur-Mer,Cagnes-sur-Mer,CI_06027,BV_06088,Nice,ZE_9315,Nice,"43,6718538","7,1435909",,
id_1810,Le Jardin D'Orgerus,"18 Rue des Petits Clos
78910
Orgerus",18 Rue des Petits Clos,CP_78910,Orgerus,Orgerus,CI_78465,BV_78310,Houdan,ZE_1115,Versailles-Saint-Quentin,"48,8348694","1,6921144",,
id_1811,"
Le Jardin Du Bué","Le Bué Niré Le Dolent
86200
Loudun",Le Bué Niré Le Dolent,CP_86200,Loudun,Loudun,CI_86137,BV_86137,Loudun,ZE_7530,Thouars,47.0102263,0.081826,,
id_1812,Le Jardin Et Les Vergers De La Villotte,"8 Grande Rue Brasseitte
55300
Han Sur Meuse",8 Grande Rue Brasseitte,CP_55300,Han Sur Meuse,Han-sur-Meuse,CI_55229,BV_55463,Saint-Mihiel,ZE_4426,Verdun,"48,8482106","5,5303781",,
id_1813,"
Le Jardin Lamponais","Cavagnac
24370
Saint-Julien-De-Lampon",Cavagnac,CP_24370,Saint-Julien-De-Lampon,Saint-Julien-de-Lampon,CI_24432,BV_46309,Souillac,ZE_7529,Sarlat-La-Canéda,"44,8654446","1,3834692",,
id_1814,"
Le Kdi Des Grands Moulins","Chez Mie Labo13 - 15 Rue Jean Antoine De Baïf
75013
Paris",Chez Mie Labo13 - 15 Rue Jean Antoine De Baïf,CP_75013,Paris,PARIS 13,CI_75056,BV_75056,Paris,ZE_1109,Paris,48.8270088,2.3831178,,
id_1815,"
Le Panier À Salades","75 Boulevard du Général de Gaulle
91210
Draveil",75 Boulevard du Général de Gaulle,CP_91210,Draveil,Draveil,CI_91201,BV_75056,Paris,ZE_1104,Evry,"48,6873051","2,3985805",,
id_1816,"
Le Panier Baladeur","49 Rue Principale
67290
Struth",49 Rue Principale,CP_67290,Struth,Struth,CI_67483,BV_67095,Diemeringen,ZE_4420,Sarreguemines,"48,8912169","7,25475",,
id_1817,"
Le Panier De Germaine","Rue Nationale
87380
Magnac-Bourg",Rue Nationale,CP_87380,Magnac-Bourg,Magnac-Bourg,CI_87088,BV_87085,Limoges,ZE_7517,Limoges,45.6179275,1.4308745,,
id_1818,"
Le Panier Du Lys Amap","37260
Artannes-sur-Indre",,CP_37260,Artannes-sur-Indre,Artannes-sur-Indre,CI_37006,BV_37159,Monts,ZE_2413,Tours,"47,2729908","0,5996983",,
id_1819,"
Le Panier Farenc","22 Cours Aristide Briand
13580
La Fare-les-Oliviers",22 Cours Aristide Briand,CP_13580,La Fare-les-Oliviers,La Fare-les-Oliviers,CI_13037,BV_13037,La Fare-les-Oliviers,ZE_9301,Aix-en-Provence,"43,5477916","5,1936559",,
id_1820,"
Le Panier Fermier Chatillonnais","La Rigaudière
36700
St Cyran Du Jambot",La Rigaudière,CP_36700,St Cyran Du Jambot,Saint-Cyran-du-Jambot,CI_36188,BV_36045,Châtillon-sur-Indre,ZE_2408,Loches,"47,0051515","1,1692044",,
id_1821,Le Plateau Bio / Benjamin Soulard,"14 Rue des Ereux
28210
Le Boullay-Mivoye",14 Rue des Ereux,CP_28210,Le Boullay-Mivoye,Le Boullay-Mivoye,CI_28054,BV_28134,Dreux,ZE_0057,Dreux,"48,6677882","1,4172094",,
id_1822,"
Le Potager Bio","Hameau De Montmèze
34140
Mèze",Hameau De Montmèze,CP_34140,Mèze,Mèze,CI_34157,BV_34157,Mèze,ZE_7623,Sète,43.4245985,3.5988383,,
id_1823,"
Le Potager De Gaïa","83330
Évenos",,CP_83330,Évenos,Évenos,CI_83053,BV_83137,Toulon,ZE_9318,Toulon,"43,1628735","5,8467577",,
id_1824,"
Le Potager De La Fontaine","94800
Villejuif",,CP_94800,Villejuif,Villejuif,CI_94076,BV_75056,Paris,ZE_1109,Paris,"48,7921098","2,3633048",,
id_1825,"
Le Potager De Stéphanie","16 Chemin de la Serre
31450
Belberaud",16 Chemin de la Serre,CP_31450,Belberaud,Belberaud,CI_31057,BV_31555,Toulouse,ZE_7625,Toulouse,"43,51169515","1,580736528",,
id_1826,"
Le Potager Du Cabanon","Chemin des Plans
83136
Garéoult",Chemin des Plans,CP_83136,Garéoult,Garéoult,CI_83064,BV_83064,Garéoult,ZE_9303,Brignoles,"43,323271","6,0392261",,
id_1827,"
Le Potager Naturel","27110
Graveron-Sémerville",,CP_27110,Graveron-Sémerville,Graveron-Sémerville,CI_27298,BV_27428,Le Neubourg,ZE_2808,Evreux,"49,0892681","0,9643728",,
id_1828,"
Le Potager San Martinois","Rue des Longues Raies
77630
Saint-Martin-en-Bière",Rue des Longues Raies,CP_77630,Saint-Martin-en-Bière,Saint-Martin-en-Bière,CI_77425,BV_77407,Saint-Fargeau-Ponthierry,ZE_1105,Fontainebleau-Nemours,"48,4257109","2,5778953",,
id_1829,"
Le Tio'Bio","Draille De La Bugadiere
13910
Maillane",Draille De La Bugadiere,CP_13910,Maillane,Maillane,CI_13052,BV_84007,Avignon,ZE_0052,Arles,43.8325251,4.7825111,,
id_1830,"
Le Ver De Terre Et Son Orchestre","La Becarie
87200
Saint-Martin-de-Jussac",La Becarie,CP_87200,Saint-Martin-de-Jussac,Saint-Martin-de-Jussac,CI_87164,BV_87154,Saint-Junien,ZE_7527,Saint-Junien,"45,8598623","0,9366837",,
id_1831,"
Le Verger Des 4 Saisons","Rue Delambre
75014
Paris",Rue Delambre,CP_75014,Paris,PARIS 14,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8415816","2,3272382",,
id_1832,"
Légumes Amap'Orte","Avenue Léo Lagrange
13410
Lambesc",Avenue Léo Lagrange,CP_13410,Lambesc,Lambesc,CI_13050,BV_13050,Lambesc,ZE_9301,Aix-en-Provence,"43,6491066","5,2659192",,
id_1833,Légumes Du Moulin,"Le Moulin
65140
Montfaucon",Le Moulin,CP_65140,Montfaucon,Monfaucon,CI_65314,BV_65304,Maubourguet,ZE_7624,Tarbes-Lourdes,"49,3283475","5,0858315",,
id_1834,"
Légumes Et Compagnie","18 Rue des Papillons
93100
Montreuil",18 Rue des Papillons,CP_93100,Montreuil,Montreuil,CI_93048,BV_75056,Paris,ZE_1109,Paris,"48,869728","2,436263",,
id_1835,"
L'Équytable","11 Rue Clément Ader
38130
Échirolles",11 Rue Clément Ader,CP_38130,Échirolles,Échirolles,CI_38151,BV_38185,Grenoble,ZE_8409,Grenoble,"45,13604005","5,7138063",,
id_1836,"
Les Amis De La Garenne","32 Avenue des Bénédictins
87000
Limoges",32 Avenue des Bénédictins,CP_87000,Limoges,Limoges,CI_87085,BV_87085,Limoges,ZE_7517,Limoges,"45,8328461","1,2666345",,
id_1837,"
Les Cagettes Larziacoises","28 Rue de la Croix Boissee
91510
Lardy",28 Rue de la Croix Boissee,CP_91510,Lardy,Lardy,CI_91330,BV_91226,Étréchy,ZE_1103,Etampes,"48,5227501","2,266193",,
id_1838,"
Les Carottes Sauvages","74380
Lucinges",,CP_74380,Lucinges,Lucinges,CI_74153,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,1901646","6,3183854",,
id_1839,Les Champs Du Plaisir,"42 Avenue Des Jasmins
91280
St Pierre",42 Avenue Des Jasmins,CP_91280,St Pierre,Saint-Pierre-du-Perray,CI_91573,BV_75056,Paris,ZE_1104,Evry,"48,6134821","2,5034342",,
id_1840,Les Doryphores De Monplaisir (Lyon 8Ème),"69008
Lyon",,CP_69008,Lyon,LYON 08,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7578137","4,8320114",,
id_1841,Les Fermes Amap'Orte,"49700
Doué La Fontaine",,CP_49700,Doué La Fontaine,Doué-en-Anjou,CI_49125,BV_49125,Doué-en-Anjou,ZE_5220,Saumur,"47,19224005","-0,2758953204",,
id_1842,"
Les Jardins De Blandine","Chemin des Grands Obeaux
59910
Bondues",Chemin des Grands Obeaux,CP_59910,Bondues,Bondues,CI_59090,BV_59350,Lille,ZE_3218,Roubaix-Tourcoing,"50,7014256","3,0771676",,
id_1843,Les Jardins De Boicyfleur,"54 Rue Victor Hugo
78330
Fontenay-le-Fleury",54 Rue Victor Hugo,CP_78330,Fontenay-le-Fleury,Fontenay-le-Fleury,CI_78242,BV_75056,Paris,ZE_1115,Versailles-Saint-Quentin,"48,8161771","2,0466195",,
id_1844,"
Les Jardins De Ceres","Ferme Vandame
91190
Villiers Le Bâcle",Ferme Vandame,CP_91190,Villiers Le Bâcle,Villiers-le-Bâcle,CI_91679,BV_75056,Paris,ZE_1113,Saclay,"48,7253094","2,1258572",,
id_1845,"
Les Jardins De La Charreau","16410
Torsac",,CP_16410,Torsac,Torsac,CI_16382,BV_16015,Angoulême,ZE_7502,Angoulême,"45,5639439","0,2147455",,
id_1846,"
Les Jardins De La Croisière","5 Chemin de la Croisière
89100
Sens",5 Chemin de la Croisière,CP_89100,Sens,Sens,CI_89387,BV_89387,Sens,ZE_2717,Sens,"48,1765753","3,2770382",,
id_1847,"
Les Jardins De La Vallée De La Siagne","2530 Route de Pégomas
06370
Mouans-Sartoux",2530 Route de Pégomas,CP_06370,Mouans-Sartoux,Mouans-Sartoux,CI_06084,BV_06029,Cannes,ZE_9304,Cannes,"43,6084514","6,9395715",,
id_1848,Les Jardins De Labastide St Pierre,"1460 Chemin de Lauzard
82370
Labastide-Saint-Pierre",1460 Chemin de Lauzard,CP_82370,Labastide-Saint-Pierre,Labastide-Saint-Pierre,CI_82079,BV_82121,Montauban,ZE_7615,Montauban,"43,9084493","1,3239438",,
id_1849,"
Les Jardins De L'Amitié","10 Route de Ria
66500
Prades",10 Route de Ria,CP_66500,Prades,Prades,CI_66149,BV_66149,Prades,ZE_7620,Perpignan,"42,61552493","2,417324833",,
id_1850,"
Les Jardins De Laroquevieille","Le Puy de Lacam
15250
Laroquevieille",Le Puy de Lacam,CP_15250,Laroquevieille,Laroquevieille,CI_15095,BV_15014,Aurillac,ZE_8403,Aurillac,45.0156955,2.510976,,
id_1851,"
Les Jardins De L'Écluse","781 Chemin de Bordebasse
82000
Montauban",781 Chemin de Bordebasse,CP_82000,Montauban,Montauban,CI_82121,BV_82121,Montauban,ZE_7615,Montauban,44.0175835,1.3549991,,
id_1852,"
Les Jardins De L'Ordinaire","4 Rue des Pruniers
38280
Villette-d'Anthon",4 Rue des Pruniers,CP_38280,Villette-d'Anthon,Villette-d'Anthon,CI_38557,BV_38557,Villette-d'Anthon,ZE_8421,Lyon,"45,7727629","5,0731595",,
id_1853,"
Les Jardins De Lucie - Jardins De Cocagne","69 Chemin du Tram
69360
Communay",69 Chemin du Tram,CP_69360,Communay,Communay,CI_69272,BV_69091,Givors,ZE_8421,Lyon,"45,5936358","4,8277509",,
id_1854,"
Les Jardins De Marie Lise","5 Rue de Trignan
34320
Vailhan",5 Rue de Trignan,CP_34320,Vailhan,Vailhan,CI_34319,BV_34199,Pézenas,ZE_7606,Béziers,"43,5539655","3,3020492",,
id_1855,Les Jardins De Soly,"782 Rte de Soly
74250
Fillinges",782 Rte de Soly,CP_74250,Fillinges,Fillinges,CI_74128,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,15571155","6,324232925",,
id_1856,"
Les Jardins De Theophile","4 Rue de l'Eglise
70120
Confracourt",4 Rue de l'Eglise,CP_70120,Confracourt,Confracourt,CI_70169,BV_70421,Port-sur-Saône,ZE_2718,Vesoul,"47,6668269","5,8762046",,
